InvoiceDate,Quantity,Rolling_7D
2010-04-15,48,54.714285714285715
2010-04-16,720,150.71428571428572
2010-04-17,0,150.71428571428572
2010-04-18,0,143.85714285714286
2010-04-19,48,137.14285714285714
2010-04-20,0,137.14285714285714
2010-04-21,0,116.57142857142857
2010-04-22,384,164.57142857142858
2010-04-23,48,68.57142857142857
2010-04-24,0,68.57142857142857
2010-04-25,96,82.28571428571429
2010-04-26,96,89.14285714285714
2010-04-27,48,96.0
2010-04-28,288,137.14285714285714
2010-04-29,144,102.85714285714286
2010-04-30,0,96.0
2010-05-01,0,96.0
2010-05-02,48,89.14285714285714
2010-05-03,0,75.42857142857143
2010-05-04,0,68.57142857142857
2010-05-05,144,48.0
2010-05-06,0,27.428571428571427
2010-05-07,48,34.285714285714285
2010-05-08,0,34.285714285714285
2010-05-09,48,34.285714285714285
2010-05-10,144,54.857142857142854
2010-05-11,336,102.85714285714286
2010-05-12,48,89.14285714285714
2010-05-13,1152,253.71428571428572
2010-05-14,48,253.71428571428572
2010-05-15,0,253.71428571428572
2010-05-16,0,246.85714285714286
2010-05-17,48,233.14285714285714
2010-05-18,48,192.0
2010-05-19,96,198.85714285714286
2010-05-20,336,82.28571428571429
2010-05-21,0,75.42857142857143
2010-05-22,0,75.42857142857143
2010-05-23,0,75.42857142857143
2010-05-24,112,84.57142857142857
2010-05-25,48,84.57142857142857
2010-05-26,0,70.85714285714286
2010-05-27,384,77.71428571428571
2010-05-28,48,84.57142857142857
2010-05-29,0,84.57142857142857
2010-05-30,0,84.57142857142857
2010-05-31,0,68.57142857142857
2010-06-01,0,61.714285714285715
2010-06-02,0,61.714285714285715
2010-06-03,98,20.857142857142858
2010-06-04,0,14.0
2010-06-05,0,14.0
2010-06-06,240,48.285714285714285
2010-06-07,192,75.71428571428571
2010-06-08,144,96.28571428571429
2010-06-09,1536,315.7142857142857
2010-06-10,0,301.7142857142857
2010-06-11,96,315.42857142857144
2010-06-12,0,315.42857142857144
2010-06-13,240,315.42857142857144
2010-06-14,432,349.7142857142857
2010-06-15,192,356.57142857142856
2010-06-16,106,152.28571428571428
2010-06-17,288,193.42857142857142
2010-06-18,0,179.71428571428572
2010-06-19,0,179.71428571428572
2010-06-20,0,145.42857142857142
2010-06-21,96,97.42857142857143
2010-06-22,0,70.0
2010-06-23,48,61.714285714285715
2010-06-24,96,34.285714285714285
2010-06-25,48,41.142857142857146
2010-06-26,0,41.142857142857146
2010-06-27,240,75.42857142857143
2010-06-28,144,82.28571428571429
2010-06-29,912,212.57142857142858
2010-06-30,192,233.14285714285714
2010-07-01,144,240.0
2010-07-02,48,240.0
2010-07-03,0,240.0
2010-07-04,8,206.85714285714286
2010-07-05,0,186.28571428571428
2010-07-06,96,69.71428571428571
2010-07-07,48,49.142857142857146
2010-07-08,0,28.571428571428573
2010-07-09,48,28.571428571428573
2010-07-10,0,28.571428571428573
2010-07-11,0,27.428571428571427
2010-07-12,48,34.285714285714285
2010-07-13,96,34.285714285714285
2010-07-14,288,68.57142857142857
2010-07-15,288,109.71428571428571
2010-07-16,48,109.71428571428571
2010-07-17,0,109.71428571428571
2010-07-18,48,116.57142857142857
2010-07-19,720,212.57142857142858
2010-07-20,48,205.71428571428572
2010-07-21,0,164.57142857142858
2010-07-22,192,150.85714285714286
2010-07-23,96,157.71428571428572
2010-07-24,0,157.71428571428572
2010-07-25,0,150.85714285714286
2010-07-26,192,75.42857142857143
2010-07-27,96,82.28571428571429
2010-07-28,48,89.14285714285714
2010-07-29,288,102.85714285714286
2010-07-30,98,103.14285714285714
2010-07-31,0,103.14285714285714
2010-08-01,96,116.85714285714286
2010-08-02,144,110.0
2010-08-03,2352,432.2857142857143
2010-08-04,96,439.14285714285717
2010-08-05,336,446.0
2010-08-06,48,438.85714285714283
2010-08-07,0,438.85714285714283
2010-08-08,0,425.14285714285717
2010-08-09,336,452.57142857142856
2010-08-10,96,130.28571428571428
2010-08-11,1,116.71428571428571
2010-08-12,48,75.57142857142857
2010-08-13,48,75.57142857142857
2010-08-14,0,75.57142857142857
2010-08-15,288,116.71428571428571
2010-08-16,0,68.71428571428571
2010-08-17,48,61.857142857142854
2010-08-18,576,144.0
2010-08-19,0,137.14285714285714
2010-08-20,96,144.0
2010-08-21,0,144.0
2010-08-22,96,116.57142857142857
2010-08-23,48,123.42857142857143
2010-08-24,48,123.42857142857143
2010-08-25,96,54.857142857142854
2010-08-26,0,54.857142857142854
2010-08-27,48,48.0
2010-08-28,0,48.0
2010-08-29,0,34.285714285714285
2010-08-30,0,27.428571428571427
2010-08-31,48,27.428571428571427
2010-09-01,0,13.714285714285714
2010-09-02,240,48.0
2010-09-03,1488,253.71428571428572
2010-09-04,0,253.71428571428572
2010-09-05,96,267.42857142857144
2010-09-06,624,356.57142857142856
2010-09-07,144,370.2857142857143
2010-09-08,48,377.14285714285717
2010-09-09,48,349.7142857142857
2010-09-10,0,137.14285714285714
2010-09-11,0,137.14285714285714
2010-09-12,0,123.42857142857143
2010-09-13,48,41.142857142857146
2010-09-14,0,20.571428571428573
2010-09-15,19,16.428571428571427
2010-09-16,48,16.428571428571427
2010-09-17,48,23.285714285714285
2010-09-18,0,23.285714285714285
2010-09-19,144,43.857142857142854
2010-09-20,96,50.714285714285715
2010-09-21,192,78.14285714285714
2010-09-22,384,130.28571428571428
2010-09-23,96,137.14285714285714
2010-09-24,48,137.14285714285714
2010-09-25,0,137.14285714285714
2010-09-26,96,130.28571428571428
2010-09-27,96,130.28571428571428
2010-09-28,288,144.0
2010-09-29,96,102.85714285714286
2010-09-30,144,109.71428571428571
2010-10-01,0,102.85714285714286
2010-10-02,0,102.85714285714286
2010-10-03,144,109.71428571428571
2010-10-04,192,123.42857142857143
2010-10-05,240,116.57142857142857
2010-10-06,0,102.85714285714286
2010-10-07,96,96.0
2010-10-08,2976,521.1428571428571
2010-10-09,0,521.1428571428571
2010-10-10,48,507.42857142857144
2010-10-11,192,507.42857142857144
2010-10-12,384,528.0
2010-10-13,48,534.8571428571429
2010-10-14,96,534.8571428571429
2010-10-15,0,109.71428571428571
2010-10-16,0,109.71428571428571
2010-10-17,0,102.85714285714286
2010-10-18,48,82.28571428571429
2010-10-19,144,48.0
2010-10-20,48,48.0
2010-10-21,48,41.142857142857146
2010-10-22,48,48.0
2010-10-23,0,48.0
2010-10-24,144,68.57142857142857
2010-10-25,48,68.57142857142857
2010-10-26,432,109.71428571428571
2010-10-27,48,109.71428571428571
2010-10-28,48,109.71428571428571
2010-10-29,96,116.57142857142857
2010-10-30,0,116.57142857142857
2010-10-31,48,102.85714285714286
2010-11-01,96,109.71428571428571
2010-11-02,96,61.714285714285715
2010-11-03,0,54.857142857142854
2010-11-04,4512,692.5714285714286
2010-11-05,96,692.5714285714286
2010-11-06,0,692.5714285714286
2010-11-07,480,754.2857142857143
2010-11-08,576,822.8571428571429
2010-11-09,1296,994.2857142857143
2010-11-10,384,1049.142857142857
2010-11-11,48,411.42857142857144
2010-11-12,240,432.0
2010-11-13,0,432.0
2010-11-14,3,363.85714285714283
2010-11-15,144,302.14285714285717
2010-11-16,240,151.28571428571428
2010-11-17,192,123.85714285714286
2010-11-18,48,123.85714285714286
2010-11-19,48,96.42857142857143
2010-11-20,0,96.42857142857143
2010-11-21,144,116.57142857142857
2010-11-22,96,109.71428571428571
2010-11-23,0,75.42857142857143
2010-11-24,192,75.42857142857143
2010-11-25,240,102.85714285714286
2010-11-26,48,102.85714285714286
2010-11-27,0,102.85714285714286
2010-11-28,48,89.14285714285714
2010-11-29,48,82.28571428571429
2010-11-30,192,109.71428571428571
2010-12-01,0,82.28571428571429
2010-12-02,3264,514.2857142857143
2010-12-03,48,514.2857142857143
2010-12-04,0,514.2857142857143
2010-12-05,96,521.1428571428571
2010-12-06,0,514.2857142857143
2010-12-07,48,493.7142857142857
2010-12-08,240,528.0
2010-12-09,48,68.57142857142857
2010-12-10,48,68.57142857142857
2010-12-11,0,68.57142857142857
2010-12-12,96,68.57142857142857
2010-12-13,240,102.85714285714286
2010-12-14,144,116.57142857142857
2010-12-15,0,82.28571428571429
2010-12-16,48,82.28571428571429
2010-12-17,624,164.57142857142858
2010-12-18,0,164.57142857142858
2010-12-19,99,165.0
2010-12-20,48,137.57142857142858
2010-12-21,48,123.85714285714286
2010-12-22,0,123.85714285714286
2010-12-23,0,117.0
2010-12-24,0,27.857142857142858
2010-12-25,0,27.857142857142858
2010-12-26,0,13.714285714285714
2010-12-27,0,6.857142857142857
2010-12-28,0,0.0
2010-12-29,0,0.0
2010-12-30,0,0.0
2010-12-31,0,0.0
2011-01-01,0,0.0
2011-01-02,0,0.0
2011-01-03,0,0.0
2011-01-04,0,0.0
2011-01-05,624,89.14285714285714
2011-01-06,0,89.14285714285714
2011-01-07,0,89.14285714285714
2011-01-08,0,89.14285714285714
2011-01-09,0,89.14285714285714
2011-01-10,48,96.0
2011-01-11,144,116.57142857142857
2011-01-12,48,34.285714285714285
2011-01-13,0,34.285714285714285
2011-01-14,48,41.142857142857146
2011-01-15,0,41.142857142857146
2011-01-16,0,41.142857142857146
2011-01-17,0,34.285714285714285
2011-01-18,0,13.714285714285714
2011-01-19,0,6.857142857142857
2011-01-20,0,6.857142857142857
2011-01-21,0,0.0
2011-01-22,0,0.0
2011-01-23,0,0.0
2011-01-24,288,41.142857142857146
2011-01-25,0,41.142857142857146
2011-01-26,48,48.0
2011-01-27,144,68.57142857142857
2011-01-28,48,75.42857142857143
2011-01-29,0,75.42857142857143
2011-01-30,0,75.42857142857143
2011-01-31,48,41.142857142857146
2011-02-01,48,48.0
2011-02-02,96,54.857142857142854
2011-02-03,2640,411.42857142857144
2011-02-04,1,404.7142857142857
2011-02-05,0,404.7142857142857
2011-02-06,0,404.7142857142857
2011-02-07,0,397.85714285714283
2011-02-08,48,397.85714285714283
2011-02-09,0,384.14285714285717
2011-02-10,0,7.0
2011-02-11,0,6.857142857142857
2011-02-12,0,6.857142857142857
2011-02-13,0,6.857142857142857
2011-02-14,48,13.714285714285714
2011-02-15,0,6.857142857142857
2011-02-16,0,6.857142857142857
2011-02-17,96,20.571428571428573
2011-02-18,48,27.428571428571427
2011-02-19,0,27.428571428571427
2011-02-20,192,54.857142857142854
2011-02-21,48,54.857142857142854
2011-02-22,0,54.857142857142854
2011-02-23,144,75.42857142857143
2011-02-24,0,61.714285714285715
2011-02-25,0,54.857142857142854
2011-02-26,0,54.857142857142854
2011-02-27,48,34.285714285714285
2011-02-28,0,27.428571428571427
2011-03-01,96,41.142857142857146
2011-03-02,288,61.714285714285715
2011-03-03,0,61.714285714285715
2011-03-04,1296,246.85714285714286
2011-03-05,0,246.85714285714286
2011-03-06,0,240.0
2011-03-07,576,322.2857142857143
2011-03-08,144,329.14285714285717
2011-03-09,48,294.85714285714283
2011-03-10,336,342.85714285714283
2011-03-11,0,157.71428571428572
2011-03-12,0,157.71428571428572
2011-03-13,96,171.42857142857142
2011-03-14,240,123.42857142857143
2011-03-15,48,109.71428571428571
2011-03-16,48,109.71428571428571
2011-03-17,96,75.42857142857143
2011-03-18,0,75.42857142857143
2011-03-19,0,75.42857142857143
2011-03-20,48,68.57142857142857
2011-03-21,0,34.285714285714285
2011-03-22,48,34.285714285714285
2011-03-23,48,34.285714285714285
2011-03-24,0,20.571428571428573
2011-03-25,96,34.285714285714285
2011-03-26,0,34.285714285714285
2011-03-27,0,27.428571428571427
2011-03-28,96,41.142857142857146
2011-03-29,0,34.285714285714285
2011-03-30,144,48.0
2011-03-31,96,61.714285714285715
2011-04-01,2304,377.14285714285717
2011-04-02,0,377.14285714285717
2011-04-03,576,459.42857142857144
2011-04-04,0,445.7142857142857
2011-04-05,48,452.57142857142856
2011-04-06,48,438.85714285714283
2011-04-07,192,452.57142857142856
2011-04-08,48,130.28571428571428
2011-04-09,0,130.28571428571428
2011-04-10,48,54.857142857142854
2011-04-11,96,68.57142857142857
2011-04-12,336,109.71428571428571
2011-04-13,1776,356.57142857142856
2011-04-14,0,329.14285714285717
2011-04-15,48,329.14285714285717
2011-04-16,0,329.14285714285717
2011-04-17,192,349.7142857142857
2011-04-18,624,425.14285714285717
2011-04-19,48,384.0
2011-04-20,48,137.14285714285714
2011-04-21,1200,308.57142857142856
2011-04-22,0,301.7142857142857
2011-04-23,0,301.7142857142857
2011-04-24,0,274.2857142857143
2011-04-25,0,185.14285714285714
2011-04-26,1248,356.57142857142856
2011-04-27,1152,514.2857142857143
2011-04-28,192,370.2857142857143
2011-04-29,0,370.2857142857143
2011-04-30,0,370.2857142857143
2011-05-01,0,370.2857142857143
2011-05-02,0,370.2857142857143
2011-05-03,48,198.85714285714286
2011-05-04,432,96.0
2011-05-05,48,75.42857142857143
2011-05-06,240,109.71428571428571
2011-05-07,0,109.71428571428571
2011-05-08,144,130.28571428571428
2011-05-09,0,130.28571428571428
2011-05-10,288,164.57142857142858
2011-05-11,288,144.0
2011-05-12,576,219.42857142857142
2011-05-13,0,185.14285714285714
2011-05-14,0,185.14285714285714
2011-05-15,96,178.28571428571428
2011-05-16,48,185.14285714285714
2011-05-17,432,205.71428571428572
2011-05-18,144,185.14285714285714
2011-05-19,96,116.57142857142857
2011-05-20,288,157.71428571428572
2011-05-21,0,157.71428571428572
2011-05-22,0,144.0
2011-05-23,144,157.71428571428572
2011-05-24,192,123.42857142857143
2011-05-25,96,116.57142857142857
2011-05-26,96,116.57142857142857
2011-05-27,48,82.28571428571429
2011-05-28,0,82.28571428571429
2011-05-29,0,82.28571428571429
2011-05-30,0,61.714285714285715
2011-05-31,1200,205.71428571428572
2011-06-01,48,198.85714285714286
2011-06-02,0,185.14285714285714
2011-06-03,48,185.14285714285714
2011-06-04,0,185.14285714285714
2011-06-05,144,205.71428571428572
2011-06-06,0,205.71428571428572
2011-06-07,288,75.42857142857143
2011-06-08,96,82.28571428571429
2011-06-09,48,89.14285714285714
2011-06-10,0,82.28571428571429
2011-06-11,0,82.28571428571429
2011-06-12,0,61.714285714285715
2011-06-13,0,61.714285714285715
2011-06-14,48,27.428571428571427
2011-06-15,0,13.714285714285714
2011-06-16,0,6.857142857142857
2011-06-17,48,13.714285714285714
2011-06-18,0,13.714285714285714
2011-06-19,48,20.571428571428573
2011-06-20,384,75.42857142857143
2011-06-21,96,82.28571428571429
2011-06-22,96,96.0
2011-06-23,96,109.71428571428571
2011-06-24,144,123.42857142857143
2011-06-25,0,123.42857142857143
2011-06-26,0,116.57142857142857
2011-06-27,48,68.57142857142857
2011-06-28,96,68.57142857142857
2011-06-29,0,54.857142857142854
2011-06-30,144,61.714285714285715
2011-07-01,0,41.142857142857146
2011-07-02,0,41.142857142857146
2011-07-03,0,41.142857142857146
2011-07-04,96,48.0
2011-07-05,48,41.142857142857146
2011-07-06,624,130.28571428571428
2011-07-07,192,137.14285714285714
2011-07-08,48,144.0
2011-07-09,0,144.0
2011-07-10,0,144.0
2011-07-11,672,226.28571428571428
2011-07-12,0,219.42857142857142
2011-07-13,48,137.14285714285714
2011-07-14,48,116.57142857142857
2011-07-15,192,137.14285714285714
2011-07-16,0,137.14285714285714
2011-07-17,96,150.85714285714286
2011-07-18,0,54.857142857142854
2011-07-19,240,89.14285714285714
2011-07-20,96,96.0
2011-07-21,240,123.42857142857143
2011-07-22,96,109.71428571428571
2011-07-23,0,109.71428571428571
2011-07-24,48,102.85714285714286
2011-07-25,288,144.0
2011-07-26,96,123.42857142857143
2011-07-27,48,116.57142857142857
2011-07-28,288,123.42857142857143
2011-07-29,48,116.57142857142857
2011-07-30,0,116.57142857142857
2011-07-31,48,116.57142857142857
2011-08-01,0,75.42857142857143
2011-08-02,0,61.714285714285715
2011-08-03,96,68.57142857142857
2011-08-04,0,27.428571428571427
2011-08-05,0,20.571428571428573
2011-08-06,0,20.571428571428573
2011-08-07,0,13.714285714285714
2011-08-08,96,27.428571428571427
2011-08-09,0,27.428571428571427
2011-08-10,96,27.428571428571427
2011-08-11,336,75.42857142857143
2011-08-12,48,82.28571428571429
2011-08-13,0,82.28571428571429
2011-08-14,0,82.28571428571429
2011-08-15,144,89.14285714285714
2011-08-16,144,109.71428571428571
2011-08-17,48,102.85714285714286
2011-08-18,0,54.857142857142854
2011-08-19,144,68.57142857142857
2011-08-20,0,68.57142857142857
2011-08-21,48,75.42857142857143
2011-08-22,48,61.714285714285715
2011-08-23,240,75.42857142857143
2011-08-24,576,150.85714285714286
2011-08-25,0,150.85714285714286
2011-08-26,96,144.0
2011-08-27,0,144.0
2011-08-28,96,150.85714285714286
2011-08-29,0,144.0
2011-08-30,0,109.71428571428571
2011-08-31,0,27.428571428571427
2011-09-01,144,48.0
2011-09-02,0,34.285714285714285
2011-09-03,0,34.285714285714285
2011-09-04,96,34.285714285714285
2011-09-05,144,54.857142857142854
2011-09-06,0,54.857142857142854
2011-09-07,48,61.714285714285715
2011-09-08,48,48.0
2011-09-09,48,54.857142857142854
2011-09-10,0,54.857142857142854
2011-09-11,144,61.714285714285715
2011-09-12,48,48.0
2011-09-13,384,102.85714285714286
2011-09-14,0,96.0
2011-09-15,624,178.28571428571428
2011-09-16,192,198.85714285714286
2011-09-17,0,198.85714285714286
2011-09-18,48,185.14285714285714
2011-09-19,48,185.14285714285714
2011-09-20,96,144.0
2011-09-21,9,145.28571428571428
2011-09-22,240,90.42857142857143
2011-09-23,96,76.71428571428571
2011-09-24,0,76.71428571428571
2011-09-25,96,83.57142857142857
2011-09-26,101,91.14285714285714
2011-09-27,144,98.0
2011-09-28,184,123.0
2011-09-29,144,109.28571428571429
2011-09-30,336,143.57142857142858
2011-10-01,0,143.57142857142858
2011-10-02,96,143.57142857142858
2011-10-03,151,150.71428571428572
2011-10-04,118,147.0
2011-10-05,384,175.57142857142858
2011-10-06,0,155.0
2011-10-07,96,120.71428571428571
2011-10-08,0,120.71428571428571
2011-10-09,144,127.57142857142857
2011-10-10,196,134.0
2011-10-11,144,137.71428571428572
2011-10-12,96,96.57142857142857
2011-10-13,96,110.28571428571429
2011-10-14,48,103.42857142857143
2011-10-15,0,103.42857142857143
2011-10-16,144,103.42857142857143
2011-10-17,63,84.42857142857143
2011-10-18,48,70.71428571428571
2011-10-19,192,84.42857142857143
2011-10-20,192,98.14285714285714
2011-10-21,432,153.0
2011-10-22,0,153.0
2011-10-23,48,139.28571428571428
2011-10-24,240,164.57142857142858
2011-10-25,48,164.57142857142858
2011-10-26,144,157.71428571428572
2011-10-27,4848,822.8571428571429
2011-10-28,0,761.1428571428571
2011-10-29,0,761.1428571428571
2011-10-30,48,761.1428571428571
2011-10-31,62,735.7142857142857
2011-11-01,0,728.8571428571429
2011-11-02,288,749.4285714285714
2011-11-03,240,91.14285714285714
2011-11-04,288,132.28571428571428
2011-11-05,0,132.28571428571428
2011-11-06,96,139.14285714285714
2011-11-07,0,130.28571428571428
2011-11-08,384,185.14285714285714
2011-11-09,144,164.57142857142858
2011-11-10,245,165.28571428571428
2011-11-11,240,158.42857142857142
2011-11-12,0,158.42857142857142
2011-11-13,144,165.28571428571428
2011-11-14,340,213.85714285714286
2011-11-15,96,172.71428571428572
2011-11-16,288,193.28571428571428
2011-11-17,192,185.71428571428572
2011-11-18,144,172.0
2011-11-19,0,172.0
2011-11-20,96,165.14285714285714
2011-11-21,336,164.57142857142858
2011-11-22,96,164.57142857142858
2011-11-23,257,160.14285714285714
2011-11-24,0,132.71428571428572
2011-11-25,96,125.85714285714286
2011-11-26,0,125.85714285714286
2011-11-27,96,125.85714285714286
2011-11-28,58,86.14285714285714
2011-11-29,96,86.14285714285714
2011-11-30,240,83.71428571428571
2011-12-01,198,112.0
2011-12-02,96,112.0
2011-12-03,0,112.0
2011-12-04,0,98.28571428571429
2011-12-05,205,119.28571428571429
2011-12-06,240,139.85714285714286
2011-12-07,240,139.85714285714286
2011-12-08,336,159.57142857142858
2011-12-09,48,152.71428571428572
