Customer_ID,Revenue
15125,17024.87
12647,16955.55
16656,16833.170000000002
12433,16794.14
17735,16790.33
12454,16679.78
16553,16584.01
13564,16498.97
15358,16425.86
14961,16410.15
13225,16260.07
16180,16249.87
12472,16249.29
12980,16245.78
17107,16052.72
15044,16024.15
13199,15964.210000000001
17716,15956.970000000001
12971,15704.6
16191,15677.820000000002
12949,15526.7
14769,15514.11
14849,15407.61
15768,15308.89
18087,14761.52
18092,14693.720000000001
16126,14644.6
17133,14622.33
16873,14617.39
14543,14587.87
17448,14523.67
15482,14417.36
14733,14335.15
13488,14205.960000000001
15601,14191.74
16713,14115.56
12714,14093.710000000001
12476,14083.91
14299,14070.25
13178,14059.19
18223,14000.85
12435,13925.93
15760,13916.34
17589,13837.94
15005,13754.58
15382,13733.550000000001
15093,13702.380000000001
12583,13591.58
12989,13551.75
15291,13517.76
13629,13370.86
13097,13324.1
16558,13304.11
16923,13157.130000000001
13090,13091.74
15738,13043.32
14049,13023.4
18225,13014.8
15502,13003.87
14110,12987.95
13969,12973.460000000001
13668,12948.48
13316,12940.82
13952,12823.521
13468,12793.28
16549,12781.8
12437,12683.4
12451,12669.88
12536,12601.830000000002
16161,12580.06
17017,12576.99
14040,12523.81
17858,12518.65
14936,12410.81
16000,12393.7
12474,12372.75
14735,12240.16
12481,12185.51
15144,12160.31
15465,12100.4
15194,12021.53
13050,11986.52
14415,11980.09
17364,11972.92
17044,11962.300000000001
13458,11959.27
13854,11944.56
16258,11942.52
16814,11924.85
16523,11916.33
17338,11889.33
13687,11880.84
14505,11879.08
18226,11878.88
12567,11767.48
12705,11762.1
14426,11727.94
13004,11650.85
12683,11633.7
15023,11578.65
14739,11573.62
13418,11559.66
15218,11468.83
13680,11419.67
14016,11403.41
12668,11383.03
13102,11380.1
15874,11284.76
15555,11243.91
12539,11214.75
13576,11202.59
12524,11126.11
14134,11123.35
13013,11097.43
15032,11010.05
14045,10986.63
12918,10953.5
16985,10923.16
18052,10877.18
16033,10608.81
13324,10513.47
15290,10496.28
12431,10432.220000000001
14028,10396.5
16168,10360.67
16984,10350.53
15296,10323.03
14422,10271.52
17160,10209.16
15719,10195.97
14796,10169.33
16327,10159.64
18229,10150.51
15805,10148.93
18055,10142.64
17809,10085.89
15547,10057.05
13941,10027.18
13985,10020.86
15694,9978.48
14755,9972.550000000001
16182,9971.65
14101,9961.93
16131,9957.42
18260,9947.26
17049,9942.53
16701,9916.73
12758,9903.24
14329,9887.62
12590,9864.26
14828,9839.460000000001
12490,9823.64
13599,9811.04
16353,9795.460000000001
14944,9784.67
17306,9782.35
13018,9763.16
13735,9762.77
14085,9720.67
12380,9676.300000000001
12839,9669.12
16782,9636.12
17315,9599.58
18109,9555.71
14091,9530.08
17811,9519.8
13999,9502.26
17504,9490.17
14146,9450.3
14439,9443.04
13267,9429.81
17230,9388.49
15727,9371.71
15981,9362.77
13069,9284.45
13162,9275.49
15249,9266.0
14367,9227.82
14292,9226.25
13327,9134.48
17757,9074.05
15298,9061.77
15939,9060.39
16709,9056.01
17068,8987.68
15150,8977.94
15903,8939.84
15867,8923.3
12766,8918.99
12747,8898.48
14060,8898.24
13555,8891.84
14709,8886.33
12359,8873.39
14135,8839.67
16700,8830.77
16550,8813.58
15260,8767.73
16532,8756.64
13448,8745.93
15570,8736.49
16186,8718.43
17576,8711.95
12957,8706.97
13758,8698.13
13263,8676.2
15497,8657.39
13756,8655.95
16945,8548.16
15281,8543.57
13269,8537.32
15270,8524.86
12798,8510.93
13209,8509.51
15786,8501.62
13148,8497.82
14286,8479.76
18139,8438.34
13047,8428.53
14160,8421.47
17396,8409.6
15984,8393.02
14676,8356.79
14057,8346.66
17611,8337.53
13206,8308.19
12643,8304.82
17686,8296.81
12637,8283.81
15998,8274.14
15034,8231.2
13381,8224.37
13139,8202.98
16722,8189.56
17365,8184.49
13426,8167.38
13715,8153.04
14056,8152.71
16672,8134.9400000000005
17593,8092.32
15955,8085.9800000000005
17426,8077.77
16767,8056.76
16670,8030.150000000001
14525,8026.54
18041,8018.7699999999995
16556,8012.58
13869,7996.87
13174,7995.36
12428,7956.46
16303,7928.27
14291,7904.1
13871,7885.85
14159,7860.8
15622,7852.610000000001
17085,7847.67
12757,7834.650000000001
12867,7829.26
16592,7807.91
15544,7807.89
14395,7801.93
17409,7793.51
12720,7787.28
17730,7773.8
17739,7730.59
13534,7720.900000000001
17696,7679.59
14175,7678.88
13141,7656.08
15046,7623.79
14145,7600.05
13373,7587.1900000000005
13137,7586.94
13709,7571.35
14030,7521.8
17091,7495.75
15179,7491.92
15581,7480.4
13815,7475.74
16570,7434.31
16242,7404.650000000001
17602,7354.43
13082,7335.75
17238,7331.67
16253,7272.2
14282,7250.76
14092,7229.45
14243,7217.75
16729,7205.33
14800,7191.33
14688,7190.42
16745,7180.7
14841,7163.0
15950,7120.91
15521,7098.24
14113,7092.610000000001
13451,7090.06
17231,7064.8
17769,7053.38
13183,7036.18
17965,7006.65
16938,6995.360000000001
17690,6963.8
12841,6958.2
13552,6948.92
15674,6948.2300000000005
16265,6935.17
16187,6911.4400000000005
15301,6909.67
12749,6897.36
16170,6869.0
15129,6860.18
18231,6854.17
16401,6849.15
12613,6817.37
12830,6814.64
16145,6805.4400000000005
15413,6798.72
12417,6797.41
14401,6795.9
13993,6775.71
13983,6753.89
12662,6726.54
12712,6723.03
15321,6709.7300000000005
14844,6702.43
17975,6696.33
13734,6695.6900000000005
16497,6695.28
13384,6680.83
17700,6679.97
14461,6676.91
16717,6663.68
17001,6640.8
13953,6640.68
14562,6638.150000000001
13394,6621.7
12626,6620.4800000000005
13520,6606.0
13831,6585.54
12843,6583.36
13015,6579.78
13883,6560.02
12836,6559.7300000000005
15980,6543.68
14855,6520.3
14221,6517.49
12823,6501.5
13317,6486.091
12779,6474.11
14154,6460.7
15750,6452.991
16940,6427.66
16655,6423.26
12656,6407.83
15514,6392.06
18094,6391.52
12406,6390.36
14388,6388.2
14766,6375.7300000000005
12356,6371.7300000000005
14702,6368.78
14227,6368.71
12484,6354.1
13590,6336.04
18245,6324.9800000000005
13654,6308.0
12913,6283.24
15480,6279.0
13136,6274.56
13615,6272.53
17873,6265.33
14004,6258.45
15369,6251.26
12497,6248.5
17799,6246.93
18118,6221.02
16735,6217.41
12429,6204.41
15673,6204.32
13334,6201.8
16103,6191.71
16156,6188.18
14534,6187.66
15299,6156.53
14390,6150.03
17669,6142.35
13266,6135.04
14852,6132.43
17419,6126.25
13230,6120.01
14180,6117.5
13935,6116.92
14560,6114.03
18178,6103.74
14530,6088.87
18061,6083.81
17509,6083.64
16954,6081.88
12664,6070.04
17644,6028.6
13658,6025.5
17819,6021.05
15372,6017.0599999999995
15202,6001.49
16456,6000.94
12835,5996.83
15755,5993.12
14105,5988.83
17457,5984.81
14440,5982.03
17625,5978.9
14535,5973.2300000000005
15785,5969.93
14918,5955.81
12500,5955.21
14257,5954.45
16710,5921.35
15971,5902.83
12455,5879.95
18065,5866.63
17146,5852.64
14112,5834.59
12910,5796.52
18075,5783.29
17672,5778.63
14099,5750.91
16316,5744.91
12615,5740.9800000000005
13771,5728.82
13870,5712.08
16607,5706.87
17651,5703.52
16279,5698.28
16458,5690.89
13157,5687.36
12727,5679.53
12633,5678.16
13901,5676.34
17491,5653.67
16409,5652.74
13722,5635.41
16320,5628.99
16003,5613.83
18145,5609.74
16200,5608.1
17838,5604.64
16011,5601.01
15228,5580.27
15854,5578.28
17203,5564.09
14210,5556.570000000001
15527,5554.89
14907,5547.72
14572,5526.88
17069,5517.2300000000005
14732,5517.07
17092,5511.41
17204,5504.6900000000005
14189,5503.150000000001
13115,5494.7
16609,5493.46
13593,5493.29
13769,5478.12
16992,5476.5
17512,5467.820000000001
12480,5464.85
17685,5454.95
18198,5425.56
12378,5416.32
14626,5410.92
14249,5400.461
17719,5396.04
17612,5394.86
13362,5394.07
13014,5381.08
14459,5375.741
14442,5367.02
17863,5360.4800000000005
12362,5356.2300000000005
15641,5345.55
16008,5339.13
15628,5333.08
13842,5319.34
17584,5309.42
16546,5307.07
16393,5297.77
15394,5286.8
15152,5263.83
13931,5257.38
13975,5256.4
13107,5253.07
14930,5236.7300000000005
12755,5236.26
15722,5234.0
17061,5232.2300000000005
12422,5231.8
15606,5230.99
13763,5217.44
15812,5201.47
14546,5184.84
12510,5178.02
17663,5175.83
15796,5171.63
12625,5164.88
17157,5151.900000000001
16153,5133.49
16308,5120.0
12708,5117.66
14713,5115.76
15443,5114.2300000000005
12483,5097.18
12594,5090.110000000001
17861,5088.29
14493,5087.86
15367,5081.33
12432,5059.32
17469,5051.25
13634,5033.77
16931,5032.22
12759,5020.74
12444,5005.46
17084,5001.21
17346,4998.61
15898,4996.45
14209,4993.27
14639,4978.96
13198,4974.2300000000005
12600,4967.42
12562,4966.92
17758,4964.03
17802,4946.22
12700,4939.99
12347,4921.53
14970,4919.35
16919,4909.66
17314,4904.43
18144,4892.95
15332,4892.68
16986,4888.75
13021,4887.24
13659,4884.68
16686,4881.07
15379,4877.84
14107,4877.3
12688,4873.81
17213,4869.400000000001
17449,4868.15
17652,4867.72
14081,4867.57
17059,4864.57
13495,4863.31
13044,4848.05
13562,4838.18
17567,4838.08
12449,4835.89
14191,4817.66
13875,4814.37
15485,4810.92
13329,4808.7699999999995
15529,4783.66
15187,4777.18
17519,4774.17
13988,4757.8
12955,4757.16
17829,4756.74
14825,4735.08
17082,4732.03
16326,4721.25
12395,4721.17
14235,4717.99
13958,4709.2300000000005
16905,4706.77
12589,4695.66
15410,4685.72
16904,4675.36
13971,4667.57
15123,4656.17
15484,4652.1
17050,4648.59
12578,4642.45
13124,4641.66
17402,4635.5599999999995
18097,4627.92
17400,4623.28
17442,4620.3
12782,4618.24
14441,4611.6900000000005
15245,4610.84
12553,4608.75
13851,4606.46
18257,4600.15
17188,4592.93
17508,4579.23
15416,4572.82
13510,4558.29
15365,4557.13
16143,4555.08
14032,4546.41
17613,4544.55
13527,4541.29
13571,4537.26
14685,4536.64
13523,4534.57
12598,4534.09
16255,4530.0
15271,4528.54
14290,4516.56
17308,4511.76
15764,4503.08
14625,4497.88
17596,4491.46
15122,4487.27
14701,4487.11
18064,4481.83
12916,4479.73
12627,4478.53
13491,4467.66
14648,4466.65
18069,4464.92
16912,4460.51
15240,4459.9800000000005
17220,4457.31
18093,4452.71
14341,4452.02
17754,4451.22
13435,4447.33
12349,4428.6900000000005
15845,4426.28
17138,4417.27
16626,4413.1
16563,4412.56
14211,4402.29
15203,4400.18
13505,4393.63
16732,4387.64
18272,4385.9800000000005
14514,4380.04
16118,4376.25
15861,4369.2
13297,4368.62
12752,4366.78
12917,4359.2
12523,4352.35
16283,4350.32
17372,4347.31
12408,4340.77
15633,4335.96
14334,4318.4800000000005
12370,4316.56
17191,4310.34
14482,4306.72
12928,4304.89
14854,4303.06
17937,4301.22
13880,4293.86
16858,4292.59
16125,4292.35
18230,4291.06
14307,4287.92
16293,4279.2
16081,4278.96
17930,4275.22
14466,4267.15
14239,4263.17
12360,4252.89
16571,4248.74
12935,4243.86
17728,4238.76
13911,4234.99
16875,4234.53
16712,4232.87
14001,4228.85
17412,4220.22
16743,4212.15
15804,4206.39
18079,4203.93
15518,4189.99
17406,4186.95
14868,4184.01
17738,4183.56
18287,4182.99
16072,4180.09
17673,4173.88
18194,4162.04
14740,4161.06
12653,4160.83
13461,4160.0
16749,4157.88
16209,4146.78
15002,4138.08
12569,4124.6900000000005
15493,4121.68
13450,4120.04
14408,4102.27
16477,4094.37
14566,4092.0
15050,4087.19
12876,4081.79
18077,4078.79
14878,4076.5
14913,4073.13
12371,4067.38
17682,4065.28
13421,4058.75
14025,4057.9
17083,4049.79
13048,4049.13
12840,4041.9700000000003
15680,4028.69
14824,4022.9100000000003
12726,4014.6
15782,4014.1
12721,4013.08
16098,4010.7
13895,4008.52
16841,4006.06
16150,4002.17
17618,4001.64
17307,3999.8900000000003
16455,3995.57
16241,3992.86
15665,3987.07
14547,3974.75
16218,3968.67
14047,3968.11
15572,3965.2
14817,3959.86
13542,3959.4900000000002
16791,3957.63
13982,3954.29
17667,3950.7
16771,3949.6
18259,3941.9
17526,3939.24
15819,3934.79
12473,3928.05
15051,3926.91
14465,3925.85
15752,3924.91
13037,3914.9500000000003
12853,3907.5
13995,3902.01
12388,3901.11
14498,3900.83
17646,3898.79
16928,3897.5299999999997
15571,3892.35
17218,3891.39
15708,3887.15
12358,3887.07
15823,3882.17
13446,3881.89
15696,3881.2200000000003
14655,3878.51
15067,3862.88
15195,3861.0
18073,3859.82
14565,3859.2200000000003
16440,3856.97
16057,3854.85
13213,3851.52
16341,3850.79
14532,3845.78
13481,3830.84
17287,3826.86
12597,3811.22
13357,3805.51
15421,3805.34
17954,3804.38
16636,3802.04
16128,3801.05
17071,3793.71
12619,3781.38
14309,3780.81
13126,3774.81
17211,3773.35
16466,3767.09
17173,3766.6
15834,3764.39
12670,3760.29
12530,3759.26
17553,3757.6
17293,3750.63
12623,3747.84
15370,3739.01
15532,3738.85
15704,3734.6600000000003
14515,3724.06
12502,3723.87
16240,3718.8
14364,3717.35
15288,3715.38
12737,3710.5
14540,3709.64
14776,3708.2999999999997
15255,3706.02
15494,3702.6
16772,3698.05
17096,3697.9300000000003
16094,3695.56
12857,3688.0
12468,3670.7400000000002
14593,3665.53
14744,3660.08
14857,3651.851
14649,3651.19
14640,3649.36
13632,3645.81
17063,3638.53
14770,3637.6400000000003
16748,3637.33
16053,3634.84
17528,3628.5
16444,3625.88
15079,3625.4
13305,3616.41
16503,3614.34
15505,3610.96
15791,3608.34
18242,3605.21
15827,3603.14
17019,3602.29
13750,3602.18
16325,3597.5
17422,3594.76
14653,3593.06
17659,3586.9900000000002
14132,3586.03
15569,3583.45
17679,3577.61
17311,3566.56
15024,3559.39
17848,3559.11
14737,3554.17
15858,3552.41
15222,3550.91
14882,3546.65
14503,3543.26
16950,3541.77
12645,3539.3
17722,3520.2200000000003
16395,3518.41
16336,3517.69
16719,3513.62
15113,3509.43
18044,3505.61
14934,3503.5
13929,3494.1
15059,3491.2
16983,3490.53
13577,3489.28
15811,3486.15
15306,3484.73
17597,3484.09
12631,3481.57
15712,3472.41
13849,3469.3
14533,3466.37
14837,3460.32
16360,3450.41
13313,3445.32
13536,3444.39
16347,3442.96
15974,3442.15
16208,3440.4500000000003
15953,3440.34
17725,3439.08
12609,3435.86
15676,3435.76
18168,3435.5
16045,3434.93
15351,3430.22
17913,3429.29
14409,3427.29
12377,3426.32
17876,3424.02
16281,3424.02
13437,3408.06
13823,3403.4500000000003
17931,3402.2400000000002
15114,3400.12
16271,3397.82
13425,3390.4300000000003
15058,3387.58
13979,3379.93
17723,3378.4000000000005
13135,3371.45
14898,3365.95
13707,3365.86
13285,3364.59
15538,3358.4
14608,3352.94
18219,3352.7000000000003
13246,3351.75
16818,3349.57
17183,3347.31
15265,3345.64
12424,3340.0299999999997
16351,3330.03
15065,3326.86
12865,3323.4700000000003
13431,3316.2400000000002
13824,3314.76
13131,3313.77
14217,3298.59
13611,3297.9300000000003
13031,3292.84
17768,3292.73
16539,3289.66
13650,3288.0
15632,3285.31
14285,3284.42
12872,3283.96
18188,3280.59
15978,3279.42
17774,3273.83
13291,3270.79
16067,3269.11
13214,3264.23
14064,3260.2400000000002
14451,3258.68
17924,3257.7000000000003
15057,3255.96
14215,3250.33
15380,3248.96
12770,3246.45
16612,3245.4300000000003
15140,3243.69
17353,3242.0
15356,3239.57
15625,3236.4
12963,3235.79
16101,3229.16
14669,3216.78
14507,3216.7400000000002
12951,3213.7200000000003
16918,3206.54
16107,3204.1600000000003
17147,3199.95
14315,3197.82
15027,3195.6
13868,3192.54
13397,3191.87
12456,3181.04
16515,3179.06
17621,3175.12
13268,3174.75
16837,3170.98
17640,3168.94
16365,3167.34
16041,3166.4
13804,3161.12
12976,3156.38
16584,3156.17
14306,3151.4
15614,3147.36
15916,3145.2400000000002
17702,3144.04
15095,3141.64
14897,3140.54
15602,3137.96
17354,3133.96
13786,3127.9900000000002
14963,3123.57
15199,3122.4
17145,3120.91
13685,3119.44
13052,3119.33
13692,3114.4
14978,3112.19
15983,3110.37
16678,3109.99
13742,3107.87
12909,3103.19
13538,3103.13
15031,3102.94
15491,3100.09
13772,3100.02
16933,3099.3
13464,3097.64
12937,3097.61
15105,3094.91
14312,3090.29
15373,3084.54
12511,3084.02
17929,3082.1
17090,3080.1800000000003
14044,3077.7
14700,3076.06
12469,3070.54
13631,3070.42
14038,3069.88
13196,3068.84
16400,3059.85
16059,3053.57
16007,3053.06
15241,3050.16
16560,3048.38
14916,3042.95
12849,3042.4700000000003
13647,3041.68
15754,3037.61
14673,3037.32
13557,3032.26
13485,3019.2200000000003
14456,3017.28
13848,3015.0
12754,3010.74
16718,3006.08
14621,3000.57
13635,2999.16
15810,2999.04
15182,2998.952
15611,2997.28
14161,2996.93
12457,2995.91
14590,2993.37
15687,2993.1
14344,2993.05
15681,2989.7000000000003
12374,2989.2200000000003
18241,2986.9900000000002
14226,2985.13
17032,2984.32
16012,2978.59
17655,2976.38
12838,2975.91
17692,2975.8
12854,2970.9700000000003
16120,2967.51
15967,2966.0
14506,2960.25
15329,2958.83
16416,2957.88
13012,2957.83
13110,2957.4700000000003
16736,2956.56
14867,2952.06
13253,2951.11
12877,2942.14
15757,2940.36
17444,2940.04
17588,2939.55
14544,2938.53
12967,2938.52
12635,2930.41
15312,2930.19
13890,2927.38
12906,2919.81
16358,2919.65
13764,2919.62
15392,2911.62
13784,2910.23
14524,2909.86
12438,2906.85
14233,2904.27
14293,2903.01
16383,2896.69
17242,2889.2799999999997
13501,2885.11
16633,2883.1
14251,2879.7000000000003
12806,2878.96
18170,2878.0
14005,2874.72
15043,2870.3199999999997
16467,2869.16
16711,2868.48
16229,2867.86
17961,2866.74
14758,2864.9700000000003
16755,2864.68
16062,2863.45
12685,2863.08
14875,2862.4
13963,2860.57
16979,2859.74
15563,2859.46
16225,2859.31
13728,2855.17
12352,2849.84
14935,2849.83
12676,2843.09
16554,2841.7200000000003
14711,2839.62
14842,2824.69
15797,2821.08
16775,2820.84
17228,2820.03
13477,2819.17
13032,2815.96
17386,2812.77
16871,2812.34
13799,2803.57
13205,2803.2
12826,2800.75
16742,2799.87
13330,2796.1
14903,2795.33
14035,2794.75
15353,2794.47
12863,2792.55
17530,2791.69
16764,2790.9500000000003
17284,2788.06
15073,2788.02
17552,2786.77
13719,2783.08
14121,2780.15
17790,2779.41
14869,2778.14
15993,2777.67
16104,2774.46
17031,2773.85
15235,2772.76
15965,2771.94
13695,2770.73
18210,2768.83
15817,2766.4
13813,2765.4700000000003
16407,2761.65
17115,2761.4900000000002
17368,2758.29
16335,2753.52
17870,2753.29
13736,2752.47
17490,2750.5
14665,2749.65
12982,2744.81
12669,2744.0299999999997
15841,2742.41
13077,2740.65
17241,2736.64
15389,2733.8
12986,2729.84
15596,2727.72
12739,2726.73
12391,2724.84
14404,2724.13
16190,2723.55
14125,2720.63
14808,2718.6
15985,2715.28
16232,2712.97
17884,2698.47
16359,2697.75
18173,2696.36
12820,2689.52
16086,2687.73
14748,2681.9
17388,2675.37
16434,2673.69
17720,2666.91
18283,2664.9
15910,2661.17
13473,2657.76
15671,2657.13
16369,2656.56
15157,2654.11
14756,2653.76
17744,2649.14
12516,2648.62
13203,2648.25
16618,2647.59
13819,2642.35
15814,2634.44
12520,2634.26
14410,2631.9
16276,2629.3900000000003
17470,2626.47
13422,2626.3
13644,2624.26
12671,2622.481
12423,2622.39
15142,2619.92
13211,2618.77
14262,2618.23
14195,2615.6
14431,2614.2
14397,2612.96
14564,2605.62
15660,2603.69
17317,2600.34
15826,2598.28
13700,2596.9700000000003
12412,2596.93
14163,2594.62
14229,2594.04
17043,2593.65
14129,2591.34
14147,2590.2
16206,2589.87
15062,2585.62
12592,2582.66
16499,2578.34
17095,2572.25
17002,2571.55
15434,2567.06
16817,2560.7000000000003
13192,2558.58
15033,2557.18
16036,2556.84
13862,2556.09
16115,2553.8
14745,2551.41
18179,2547.55
17465,2542.79
14548,2541.29
17463,2535.26
13623,2533.06
15906,2530.19
14659,2529.93
16889,2526.65
14790,2526.62
16987,2521.4
15862,2512.29
13344,2511.69
17101,2507.05
17550,2506.64
12978,2502.82
16202,2501.9900000000002
13471,2501.84
15021,2500.59
15747,2499.81
17594,2497.88
15932,2495.87
13414,2494.14
14541,2491.38
17262,2488.76
15227,2488.4900000000002
15117,2485.97
15716,2485.26
12517,2481.6
13507,2479.16
13588,2478.95
13134,2475.23
14696,2473.28
13762,2472.48
12924,2469.4
14421,2469.37
17288,2468.43
17164,2467.35
13151,2465.21
17131,2463.17
14256,2460.79
17629,2455.52
17676,2448.64
12701,2446.41
13338,2445.62
17320,2444.85
15111,2442.37
17348,2442.29
18171,2437.31
15623,2437.05
17505,2435.48
13085,2433.28
14502,2429.83
15077,2428.08
13949,2427.32
12733,2424.87
15215,2422.4300000000003
15089,2420.84
15489,2419.61
16040,2416.9
13878,2416.9
16470,2416.85
12802,2416.42
13118,2415.41
14205,2414.2
12397,2409.9
16833,2409.04
16163,2407.98
15341,2402.72
13173,2399.82
15793,2399.57
12393,2399.45
14414,2399.33
16147,2398.91
17921,2394.36
16812,2392.0
15366,2389.08
16105,2386.19
16638,2380.13
17827,2376.17
17434,2373.82
13908,2369.55
17623,2365.77
16005,2365.4900000000002
14496,2363.89
14295,2362.91
16676,2361.9
15860,2361.3
17634,2358.59
15015,2354.97
17969,2354.29
14810,2354.03
16083,2351.42
16085,2341.03
12704,2340.84
17591,2339.32
12584,2338.15
15549,2334.16
13614,2332.74
16496,2330.77
17313,2328.84
17004,2324.36
14938,2322.43
13091,2321.82
13055,2321.11
16628,2318.1
12724,2317.52
12948,2317.43
14346,2315.75
17193,2310.04
17282,2308.54
13704,2308.06
17113,2305.59
17894,2304.58
15946,2304.18
14555,2304.03
18095,2303.09
16077,2300.4
16531,2298.33
13371,2297.66
12599,2296.72
12649,2294.65
13280,2293.33
13059,2291.77
17047,2289.23
17018,2287.7
16485,2287.19
14481,2284.69
12684,2283.63
18051,2282.28
13655,2280.51
14554,2279.4900000000002
13994,2274.14
17994,2270.0299999999997
12725,2266.76
15638,2265.2
15734,2263.3
13652,2262.05
13814,2257.32
13117,2255.66
16350,2253.89
17414,2249.52
14432,2248.5
14644,2247.72
16177,2247.31
16174,2246.75
16883,2246.06
13627,2245.9
16042,2245.32
13407,2244.7
16823,2243.09
14462,2242.81
15865,2241.42
15629,2240.9
16551,2237.12
17180,2236.77
17075,2236.63
16108,2235.92
16076,2234.73
13662,2233.61
18215,2232.4900000000002
14449,2230.96
12783,2225.91
13365,2225.37
14321,2218.06
17648,2216.37
18177,2216.32
13478,2215.78
13455,2212.9900000000002
13320,2211.6
15550,2211.05
15476,2209.98
14177,2209.69
13094,2209.44
14834,2206.16
14467,2203.2400000000002
13410,2201.96
14006,2196.67
15100,2193.8999999999996
16317,2192.51
15934,2190.66
14212,2190.14
14597,2184.63
15864,2180.76
17905,2178.87
17324,2171.07
12856,2170.78
12501,2169.39
17732,2166.42
14595,2164.45
15944,2164.24
14573,2163.12
17822,2162.93
17460,2157.9700000000003
14407,2157.73
16379,2157.4
13643,2156.77
15426,2156.35
13224,2155.95
16966,2154.97
16600,2153.41
16275,2151.11
14216,2150.04
16716,2149.6800000000003
17272,2148.63
16520,2148.38
16004,2146.39
13152,2146.38
16134,2145.34
18009,2144.23
12576,2142.7200000000003
13092,2140.28
12687,2138.91
17029,2137.3
17305,2135.46
18116,2134.4900000000002
12560,2134.01
16493,2132.09
13517,2128.42
14634,2124.46
16807,2123.88
16996,2123.61
14472,2118.72
14360,2118.03
15658,2117.27
14691,2114.33
16201,2112.12
16054,2111.88
12997,2110.91
14399,2108.21
13755,2108.06
13610,2103.71
15252,2103.41
14276,2102.68
14499,2101.79
15815,2100.6
12975,2100.09
17897,2099.89
17159,2099.59
12610,2099.54
17742,2098.48
13753,2094.57
13591,2093.94
14469,2093.46
13265,2092.66
15456,2091.52
15151,2085.61
17705,2083.9
16016,2083.4
16934,2083.14
14443,2082.9700000000003
18026,2074.07
17048,2071.68
17585,2064.71
13748,2064.35
16726,2063.88
12586,2062.67
16795,2062.41
15221,2062.2
13476,2061.4700000000003
18258,2059.67
17633,2057.39
12518,2056.89
15253,2055.09
14188,2054.36
16235,2053.71
16794,2052.7
16176,2052.69
17086,2050.08
13874,2049.15
16027,2048.36
14232,2048.07
17666,2047.8
13663,2047.51
14000,2046.34
15473,2046.0
12868,2043.76
17289,2041.8
12585,2040.1
14988,2038.65
16214,2038.25
16331,2037.7
17846,2033.1
13630,2031.78
14225,2031.07
15272,2030.95
15506,2030.33
15164,2028.1100000000001
15384,2027.79
12873,2027.3
13989,2026.06
14631,2025.69
14651,2025.52
12418,2021.2
13696,2020.4
16221,2019.92
12348,2019.3999999999999
14623,2016.98
16197,2016.71
17152,2016.5
17126,2016.43
13693,2011.8200000000002
17671,2009.16
13888,2001.5900000000001
16332,2000.01
14628,1998.0
16698,1998.0
15990,1997.75
14152,1997.3400000000001
15481,1993.34
14301,1992.18
16065,1992.13
13889,1991.23
17088,1991.01
16960,1990.88
17351,1988.23
16529,1986.8
15478,1983.48
14967,1982.6100000000001
17337,1981.06
13725,1980.56
12582,1980.4
17158,1980.0
15030,1979.91
15795,1979.8700000000001
13208,1976.3
18204,1975.3500000000001
15531,1972.39
17797,1971.8700000000001
14905,1971.39
12674,1970.6
14477,1969.6
14396,1969.38
16032,1965.72
17966,1963.92
17997,1962.46
12399,1962.3
15789,1962.01
16290,1957.7
17039,1954.99
18016,1954.56
14794,1953.9
17554,1952.45
13761,1952.17
15885,1951.82
16993,1950.95
14014,1948.21
15620,1942.36
15425,1941.1200000000001
12385,1938.4
